100,100,100,100
73,68,17
76,36,72
95,14,77
25,46,48
76,16,89
70,42,95
73,89,80
61,50,56
68,92,25
74,34,80
68,24,89
96,46,68
90,22,99
26,98,70
99,45,74
74,4,76
49,38,21
81,18,80
92,5,98
76,39,97
62,66,65
97,37,77
73,16,82
99,45,81
71,11,71
72,38,90
89,5,88
91,17,80
69,45,98
99,22,87
91,1,73
80,40,76
85,15,76
94,8,76
25,5,41
99,21,81
93,89,36
37,5,35
66,70,9
71,21,99
95,7,75
25,30,24
71,18,95
39,73,79
72,67,12
88,93,20
89,17,69
95,23,79
85,13,80
81,9,96
82,36,80
42,43,43
71,34,93
87,10,89
93,46,74
99,43,82
67,5,88
85,42,78
94,50,95
47,46,18
85,72,34
69,23,97
86,10,84
12,88,93
96,26,76
11,87,83
85,50,90
84,76,43
75,27,97
3,2,42
81,21,86
16,67,69
97,2,84
39,29,32
85,20,78
56,71,52
68,23,79
77,95,19
83,4,83
75,1,69
83,8,98
16,72,89
40,83,67
96,31,69
96,33,67
34,93,80
92,11,77
71,19,76
67,14,87
12,71,80
92,22,81
75,3,99
70,38,81
87,22,81
86,19,89
56,76,56
73,7,74
85,1,73
88,43,80
75,75,9
