200,100,100,100
3,3,13
2,33,39
4,46,32
91,69,79
48,7,27
38,34,29
8,49,42
86,37,98
68,20,75
9,13,36
37,15,26
6,81,84
32,15,42
73,63,86
16,33,24
9,48,43
33,9,2
11,69,89
20,5,3
32,42,30
44,2,15
7,12,34
35,47,15
75,88,85
96,22,72
11,94,69
50,58,75
89,76,14
59,72,51
43,67,68
24,49,42
95,92,3
93,77,30
52,88,61
24,40,37
37,27,29
26,16,49
28,86,97
83,68,84
81,74,23
42,46,15
91,70,5
17,3,27
19,35,8
93,94,33
23,40,3
80,76,12
21,34,47
23,34,41
3,33,11
42,24,6
6,46,37
16,36,17
17,37,18
1,4,41
8,16,6
83,17,92
90,7,84
44,37,39
27,95,76
45,6,7
8,45,15
20,14,12
42,48,40
84,90,21
11,44,46
81,98,24
43,34,36
22,26,8
9,78,86
87,47,92
84,37,75
35,73,70
79,89,12
12,37,13
86,87,42
7,19,45
35,37,17
83,37,99
77,78,25
98,25,93
92,8,74
78,92,7
1,26,47
7,18,12
76,61,79
35,3,25
98,79,22
9,8,30
7,17,11
2,12,22
42,12,8
28,43,4
41,21,2
84,94,43
97,48,66
5,27,40
89,90,26
83,44,71
32,34,49
10,16,49
27,4,15
11,23,8
5,26,15
33,27,19
13,47,23
29,12,40
13,47,48
5,38,29
70,71,5
35,76,70
48,38,21
25,32,14
35,88,95
13,46,44
43,45,20
43,88,83
39,46,15
87,48,87
6,24,1
88,73,6
34,34,20
23,27,49
31,2,6
11,98,91
35,10,24
46,9,22
24,44,40
2,17,48
17,18,49
23,96,77
45,44,3
62,81,95
12,7,30
85,64,59
19,24,25
24,31,49
32,4,49
4,13,8
68,55,69
34,47,16
7,82,82
27,37,39
16,44,25
47,24,28
19,11,9
46,77,88
8,8,31
39,30,34
37,4,2
14,23,1
86,39,99
53,86,70
92,15,89
73,74,58
42,26,7
33,81,67
23,25,12
40,34,26
30,46,48
28,16,14
88,42,70
11,28,17
70,85,95
86,7,88
14,19,21
78,71,70
41,9,17
24,24,14
29,32,5
18,41,22
92,13,95
8,37,10
35,35,26
37,14,22
18,28,21
41,25,5
11,38,45
70,26,69
38,36,20
76,25,72
97,91,43
81,49,71
11,23,34
4,26,36
10,19,35
30,5,46
13,87,76
77,52,89
31,82,70
17,40,25
70,99,41
10,47,1
44,95,71
22,14,46
19,33,19
95,96,22
19,89,77
70,97,25
22,9,26
