100,100,100,100
21,76,88
6,42,37
24,35,7
32,13,34
87,81,12
63,15,70
16,5,6
11,55,10
22,70,69
46,9,36
49,61,83
76,38,86
51,50,61
77,59,65
96,9,84
96,38,44
2,44,42
85,93,85
12,35,30
15,38,17
95,61,66
42,70,91
28,25,56
47,84,95
44,72,72
14,98,20
70,83,74
43,65,4
25,11,95
93,83,83
40,6,37
6,42,63
4,30,15
93,73,64
91,76,51
69,84,40
36,20,34
3,52,31
22,98,82
37,14,76
89,98,89
52,57,29
68,85,34
60,72,82
88,74,41
3,14,29
45,40,77
75,67,49
76,34,71
57,31,17
73,88,64
74,76,55
97,13,79
53,97,78
19,80,96
36,44,57
42,35,13
4,2,94
39,68,98
78,65,57
22,89,94
47,8,17
28,37,4
33,77,94
9,62,42
91,13,90
31,26,84
80,74,26
93,24,44
38,96,40
91,95,21
26,19,2
75,18,90
40,82,97
45,68,41
71,4,82
12,97,97
27,44,46
59,50,97
7,90,90
23,25,73
99,18,31
39,10,68
3,79,68
64,11,15
87,78,92
97,89,76
5,65,56
82,55,20
29,92,90
66,81,65
73,29,23
21,92,72
97,95,88
18,31,34
85,34,16
71,9,7
12,30,25
28,68,80
81,96,29
