200,100,100,100
47,42,16
76,94,31
13,43,16
8,94,96
12,49,41
7,97,79
99,36,53
16,29,17
35,14,26
90,73,93
57,16,81
13,93,83
83,69,22
40,87,67
35,93,64
87,20,11
95,78,22
56,66,35
4,33,12
11,95,26
31,42,53
96,44,32
94,7,52
69,66,7
37,11,12
45,1,42
82,87,27
90,27,72
15,54,23
36,48,38
96,89,33
71,16,38
88,54,80
18,6,4
22,26,22
87,17,21
21,2,7
25,6,96
57,85,83
27,48,1
8,91,10
38,21,74
26,56,26
86,72,3
89,96,41
71,92,95
80,58,33
66,79,77
12,32,3
32,67,83
5,84,23
78,38,18
13,90,25
43,77,91
70,5,74
78,71,58
95,37,93
86,86,5
57,4,45
16,11,87
48,86,24
40,20,22
79,76,49
6,44,36
82,5,77
81,76,97
41,42,30
93,43,75
37,73,92
80,52,34
66,72,60
22,34,4
75,22,68
97,85,93
73,20,5
56,68,73
42,78,99
49,18,8
86,20,12
72,27,92
95,60,79
6,32,28
98,49,78
96,78,59
16,86,3
92,78,59
43,2,48
14,39,65
71,67,34
16,76,54
60,36,12
41,76,96
90,18,88
8,19,82
11,75,48
15,70,74
8,57,79
88,74,5
48,53,83
29,86,78
19,64,10
45,49,41
70,30,76
78,40,12
37,68,84
62,99,65
72,24,51
63,47,4
23,16,44
95,16,88
55,80,10
28,82,82
17,30,65
12,8,49
19,5,2
86,13,28
20,92,69
92,59,56
87,69,16
78,10,69
71,59,85
44,75,80
95,95,49
11,72,55
15,85,69
11,62,74
79,29,65
84,71,57
43,87,21
46,65,34
4,41,28
4,70,67
96,97,38
65,55,80
5,68,81
98,77,83
77,46,91
51,53,84
76,86,33
64,83,87
72,18,81
3,80,55
35,70,94
98,90,22
43,79,90
73,59,36
76,84,62
93,39,95
50,62,54
23,99,89
72,79,95
97,93,58
29,7,49
85,82,17
25,73,67
62,80,51
38,98,83
98,90,91
72,93,12
51,86,4
40,87,94
43,81,73
66,18,11
86,68,40
85,17,84
24,42,21
43,74,48
80,66,67
98,3,88
13,8,43
81,36,5
33,32,4
74,4,97
68,69,7
74,89,91
75,69,12
90,64,93
35,86,74
24,9,81
14,96,19
92,55,12
97,92,37
94,92,37
77,79,54
38,67,80
82,26,51
22,23,9
89,99,16
30,71,93
53,58,73
96,71,57
86,80,40
66,51,74
59,82,82
56,13,81
85,89,85
31,78,73
97,37,76
42,24,30
10,86,93
