200,100,100,100
72,17,84
64,53,64
42,67,88
34,46,8
70,51,88
14,82,82
92,41,78
43,81,95
28,82,95
91,94,74
37,71,94
21,6,45
90,32,72
77,89,45
91,1,81
95,97,77
36,2,23
2,85,78
44,92,68
13,82,96
33,75,98
21,66,89
42,76,88
30,80,98
25,39,5
22,21,37
3,84,71
68,16,78
76,70,9
3,24,26
70,31,77
15,94,83
33,76,75
78,91,38
22,6,44
72,72,66
23,84,72
16,74,72
94,29,69
81,70,50
25,79,75
44,85,94
64,89,50
18,70,72
1,8,30
3,70,85
39,94,99
4,73,93
4,23,25
68,24,90
76,26,93
4,70,76
80,94,15
51,80,68
98,98,14
29,87,89
15,77,78
19,20,19
40,2,17
42,81,77
94,28,90
15,72,90
16,93,71
10,73,84
39,85,83
47,4,35
84,28,79
87,20,79
39,84,75
49,77,87
35,92,70
18,73,94
99,46,92
8,94,78
35,86,74
44,80,94
42,81,69
44,23,22
30,83,91
19,92,90
73,78,36
32,22,14
44,82,77
2,69,68
46,73,96
55,78,83
91,31,88
45,81,68
95,30,80
9,18,42
42,91,91
36,96,89
76,5,77
12,74,70
32,97,71
97,24,87
25,66,98
92,91,68
65,88,77
8,96,70
72,9,72
49,69,94
36,83,67
29,76,73
94,16,91
87,9,87
87,80,14
34,98,85
6,87,73
95,16,75
8,85,91
4,85,95
4,96,92
7,95,99
38,10,48
92,67,50
34,67,86
13,83,82
18,6,39
80,73,2
8,69,99
28,69,82
40,84,96
88,23,89
86,94,58
42,46,31
6,97,86
91,81,47
85,84,38
23,88,80
10,68,88
83,45,83
7,69,90
92,99,84
76,78,7
29,26,41
46,99,76
86,91,37
76,44,76
35,99,94
12,44,36
44,86,84
34,91,78
86,6,95
15,1,21
46,97,75
86,75,37
35,81,83
35,68,69
45,70,97
19,98,76
81,86,41
55,72,51
36,71,98
35,76,86
91,10,79
26,90,89
22,89,89
91,46,71
33,99,87
48,85,73
76,89,86
16,75,91
32,68,72
24,98,71
3,82,75
60,82,69
73,74,32
79,73,95
5,93,75
35,92,84
89,97,8
32,84,93
65,61,96
3,13,27
80,25,77
70,92,70
37,91,95
25,95,82
31,94,96
9,83,98
43,71,71
28,49,47
36,72,91
96,42,90
38,88,75
5,70,70
86,23,79
72,97,48
3,90,99
79,90,1
22,8,20
20,89,86
48,81,89
52,98,66
70,42,70
39,92,87
94,10,87
45,71,67
62,75,56
