150,40,40,40
4,31,38
6,16,12
38,16,36
10,33,35
34,24,33
21,21,29
6,8,20
5,5,33
5,32,17
15,26,7
3,29,34
15,20,19
33,8,33
23,18,26
3,17,16
36,13,37
27,7,6
27,38,12
22,10,2
9,3,18
33,39,14
15,12,13
15,20,2
25,30,3
29,2,27
17,31,23
15,24,16
33,30,37
33,11,11
11,33,32
6,35,37
9,6,19
38,8,30
3,25,4
9,4,10
24,28,34
17,15,31
18,33,31
18,39,26
6,9,18
36,15,34
39,18,26
34,10,28
32,23,27
20,2,5
26,35,20
6,31,7
31,33,22
16,19,25
11,13,17
33,33,9
29,3,32
15,29,22
31,20,13
37,30,17
24,32,32
12,36,28
7,7,24
23,13,14
13,35,36
22,22,37
15,4,3
39,27,4
39,28,39
4,14,13
9,39,29
18,30,31
17,12,3
18,27,23
29,35,19
36,31,17
8,35,35
25,27,19
20,14,25
3,33,10
29,35,17
22,30,31
31,32,2
10,4,15
5,27,3
12,6,8
19,8,19
27,17,15
12,11,15
34,11,4
5,2,29
29,13,37
39,32,38
25,32,7
2,16,34
30,38,7
13,39,27
25,29,2
16,31,31
12,8,27
6,32,37
12,25,15
18,4,3
4,24,12
15,22,29
27,3,28
39,27,1
23,28,24
8,28,17
34,17,31
27,27,37
9,12,3
6,7,30
14,3,19
5,4,22
26,29,30
8,13,5
10,14,8
1,17,18
19,30,8
37,13,35
10,34,36
39,34,11
38,26,39
1,16,3
8,35,32
6,30,15
5,12,32
21,8,13
4,35,35
34,29,38
24,12,21
8,12,12
26,27,32
25,5,20
37,7,28
38,30,14
21,27,34
7,12,14
39,1,28
28,35,33
4,6,1
23,6,14
14,26,5
7,30,23
20,22,39
18,7,2
17,30,30
13,15,13
29,34,11
2,8,11
18,39,37
3,4,10
2,27,4
1,29,7
