100,10,10,10
8,2,3
5,8,7
3,8,5
2,8,1
2,6,8
7,1,2
1,7,3
6,6,5
9,1,7
1,9,9
8,6,6
4,1,1
2,3,2
9,3,8
1,1,2
8,8,7
4,9,8
9,2,9
4,3,2
2,8,6
3,1,2
3,1,2
8,6,9
7,1,3
8,8,2
9,4,8
8,8,1
8,8,2
4,5,7
3,4,2
8,5,8
5,5,5
6,1,9
7,1,2
5,7,7
8,4,8
8,5,5
2,1,6
1,4,3
5,1,8
2,3,3
6,6,1
9,8,4
7,7,4
4,7,7
9,2,8
8,3,7
2,4,1
1,9,7
6,6,7
6,4,5
1,1,3
9,8,2
5,6,6
9,5,9
3,8,9
3,3,1
7,2,4
4,1,2
8,6,5
7,8,7
9,6,1
4,7,3
8,3,4
7,9,2
8,1,3
3,6,7
3,1,3
7,2,9
7,1,8
5,5,3
1,3,4
5,6,6
4,7,9
7,1,8
8,5,2
2,3,6
9,9,2
1,1,9
1,1,2
7,7,5
1,7,8
4,2,2
7,9,2
3,7,8
7,7,5
8,9,8
2,2,2
8,7,7
6,1,7
7,6,5
7,8,1
5,7,9
4,2,2
8,2,8
3,2,1
5,5,6
2,7,7
4,3,7
8,9,3
