150,100,100,100
19,93,82
29,82,70
40,7,4
12,81,93
64,86,78
63,80,80
29,47,7
18,82,90
47,84,88
89,79,43
4,82,71
29,90,98
81,68,1
41,92,91
80,62,72
13,92,71
59,57,50
68,92,71
84,55,59
12,21,39
21,89,75
31,75,77
10,90,67
98,82,63
24,79,86
46,19,22
73,1,99
78,82,57
83,76,13
24,79,99
20,97,93
74,73,71
9,92,86
19,90,80
2,96,97
72,87,31
19,92,91
9,70,74
5,44,48
81,32,92
11,84,87
46,95,71
13,79,67
25,69,72
91,56,81
98,97,35
30,98,68
92,21,92
82,20,71
73,60,86
98,36,99
13,71,74
72,83,7
93,82,20
37,79,91
88,94,69
7,69,71
9,86,73
19,73,92
38,78,90
19,85,76
11,79,87
3,89,77
30,88,99
18,87,73
29,72,85
43,84,68
40,81,86
8,71,73
38,80,90
62,81,69
14,73,97
24,76,84
47,84,74
69,60,61
30,89,89
78,8,83
9,91,77
31,86,92
35,91,73
15,89,75
18,90,93
16,88,76
12,75,95
15,90,81
19,75,68
1,87,68
35,85,66
95,18,85
19,69,72
2,71,83
38,94,78
48,97,97
1,92,91
83,99,2
9,70,76
88,95,86
11,88,86
17,91,91
4,86,72
75,11,88
49,99,74
81,77,78
67,91,20
6,70,91
10,72,70
15,96,73
27,96,67
34,69,93
98,61,77
16,14,34
9,81,73
12,79,72
12,98,73
79,52,92
29,92,93
39,68,76
23,76,94
70,17,89
23,94,67
17,90,96
46,92,87
35,81,86
60,90,78
78,77,13
87,72,8
68,71,66
26,68,97
21,91,90
87,10,71
71,96,31
96,61,70
84,72,47
98,5,92
40,10,21
67,82,24
15,85,85
45,91,98
11,99,94
13,97,72
29,96,83
19,89,98
29,80,98
43,97,86
89,91,5
28,69,87
24,98,96
83,97,39
44,79,71
15,34,45
