100,100,100,100
86,91,22
84,79,25
92,82,4
98,81,45
80,69,18
67,66,39
72,74,20
89,81,51
73,68,61
95,98,91
23,71,91
71,68,1
68,97,96
73,86,46
98,33,97
97,98,84
99,78,26
67,87,6
88,69,7
56,71,81
72,90,98
92,37,68
76,67,5
15,8,28
95,9,78
90,92,14
87,76,10
21,94,75
86,80,3
76,93,44
82,7,84
70,15,73
89,69,13
36,4,24
78,94,19
19,27,42
87,91,37
98,67,2
70,63,71
96,30,82
34,89,94
93,13,93
86,80,33
75,68,36
70,88,49
86,70,6
21,74,94
93,17,71
73,74,15
95,82,93
85,68,3
87,18,68
91,68,7
95,92,35
95,98,11
77,67,28
42,80,69
77,68,10
69,99,3
77,84,73
83,98,46
63,96,53
89,82,19
15,72,85
92,88,2
97,91,30
71,69,45
7,77,69
98,99,18
70,77,15
48,11,20
83,77,46
78,97,34
41,94,78
77,18,69
79,85,82
83,84,10
49,95,86
99,78,28
78,83,36
94,68,22
67,59,97
75,18,87
31,17,1
76,79,19
14,45,24
98,75,15
2,1,10
84,97,10
84,99,49
24,22,25
97,88,3
3,8,33
48,99,85
91,70,33
98,92,42
75,83,22
72,75,36
83,82,15
17,14,35
