150,100,100,100
44,41,38
88,50,60
87,81,89
58,54,98
57,91,60
74,61,92
80,86,58
87,93,70
31,11,17
71,96,77
4,21,39
90,62,57
83,73,53
94,41,76
97,84,37
50,66,87
82,44,80
79,11,76
71,66,84
87,98,80
93,84,18
96,50,68
99,82,6
58,79,77
85,86,63
69,83,46
79,90,18
77,98,99
56,73,83
69,60,91
18,41,11
73,55,56
10,38,36
37,13,8
30,1,8
69,99,66
42,70,84
81,67,50
61,56,70
89,55,74
65,98,68
81,81,48
50,58,57
66,49,77
52,87,66
67,52,86
40,70,69
14,25,44
41,79,74
19,19,5
83,82,66
98,63,70
66,99,38
85,81,52
73,76,78
90,40,77
80,78,37
75,82,22
80,93,71
90,70,89
26,98,89
69,97,93
99,65,54
88,62,58
86,17,70
77,82,71
95,93,59
77,88,97
65,55,88
43,68,88
94,31,67
96,50,83
68,54,86
50,92,53
92,55,66
90,47,85
98,19,83
33,5,35
96,89,40
26,79,88
80,66,94
94,97,86
91,59,65
35,28,7
98,10,72
34,67,68
56,64,52
96,75,71
39,81,76
17,9,25
48,11,29
73,85,93
79,53,88
15,72,84
67,93,53
4,75,89
90,75,82
75,93,8
87,99,79
37,44,9
68,72,64
83,41,72
93,75,73
75,92,84
81,92,66
47,32,29
74,64,51
70,31,75
60,77,66
59,68,99
29,92,85
57,50,96
61,97,62
38,94,68
84,68,86
56,83,67
93,68,24
68,86,10
64,97,63
60,50,90
69,79,66
66,52,57
48,18,8
63,56,66
63,64,62
87,99,94
53,76,55
64,87,97
83,69,9
71,74,76
64,59,50
80,74,7
83,26,74
68,33,89
46,47,49
52,70,80
69,67,61
74,83,74
78,93,97
71,30,90
50,91,98
96,89,51
4,90,90
75,92,64
95,86,40
27,35,23
73,60,54
65,67,51
70,60,77
10,97,68
