200,40,40,40
6,39,27
33,26,32
16,18,19
12,31,13
30,7,14
25,24,23
28,21,1
4,36,30
32,32,3
37,9,30
38,6,37
38,13,33
7,5,2
1,22,1
35,35,17
25,31,22
23,7,16
24,34,32
14,27,16
1,6,2
15,11,4
7,18,21
3,39,39
16,1,34
6,10,22
33,1,35
13,8,33
25,17,2
5,13,9
24,30,9
5,28,30
21,33,26
17,15,8
27,19,28
32,34,27
8,12,31
10,29,36
32,16,4
26,27,7
16,10,9
39,34,8
18,28,29
5,14,18
14,10,34
28,30,22
12,3,25
18,33,4
32,34,1
13,11,4
21,4,24
27,37,37
4,32,19
22,20,32
16,11,3
34,32,15
25,2,5
38,30,2
24,8,17
16,15,9
23,33,8
34,14,36
3,4,30
5,3,25
7,7,25
37,9,36
30,28,12
5,6,15
17,30,19
18,28,33
17,6,18
30,4,3
15,30,2
31,31,10
12,7,18
16,10,7
30,5,35
30,13,27
16,37,26
6,16,18
28,8,33
24,10,10
39,10,35
11,32,26
30,5,30
21,11,34
37,30,32
26,32,14
37,18,33
1,19,8
11,32,29
10,6,27
3,1,21
16,37,32
25,30,11
30,28,12
27,13,26
1,2,2
18,29,9
4,28,19
8,9,8
5,5,7
22,1,13
5,26,7
29,36,11
28,17,29
27,18,32
32,28,13
34,26,8
4,10,33
7,34,36
15,7,4
12,17,6
28,8,4
18,38,27
36,36,27
39,3,36
29,15,32
32,21,32
5,39,36
11,32,29
21,19,26
32,27,4
10,30,30
16,31,28
2,30,29
29,2,31
20,15,3
28,2,32
38,37,1
6,12,9
27,27,6
26,3,8
32,16,26
31,16,26
17,10,14
29,25,5
18,21,5
33,13,28
5,2,14
24,34,14
34,17,22
24,23,20
28,30,4
29,27,36
16,38,28
15,10,2
7,9,11
7,15,17
17,16,3
14,9,2
8,32,23
31,16,29
27,5,37
21,31,35
28,33,21
25,1,20
28,15,27
34,7,18
17,37,34
23,20,30
13,18,10
4,25,21
27,5,39
39,32,10
28,28,11
10,19,5
3,18,7
1,16,18
32,33,13
14,27,6
14,37,29
29,27,36
32,27,1
33,28,29
31,33,25
32,19,3
2,32,3
28,4,35
7,10,17
30,29,32
17,3,11
25,32,3
26,11,30
27,19,37
13,30,24
11,6,31
11,32,28
33,12,29
7,37,36
1,27,23
32,17,24
19,31,29
37,26,29
3,19,18
31,26,37
13,6,32
23,28,29
27,16,21
38,32,10
21,4,6
