150,40,40,40
31,6,31
6,30,38
21,35,20
17,4,23
7,28,27
1,31,26
28,1,32
2,35,36
10,26,19
5,28,30
17,34,30
1,17,1
24,8,22
13,3,14
11,21,34
33,16,28
34,35,12
9,11,2
11,34,38
28,3,17
34,39,18
32,7,38
3,3,3
8,11,30
31,22,22
27,9,26
19,6,2
31,20,24
10,5,6
32,3,28
9,9,11
18,34,39
8,23,33
36,13,32
8,32,15
34,28,13
27,28,4
29,36,13
17,27,35
19,26,29
32,36,21
20,25,39
34,11,33
13,3,18
18,34,13
16,33,1
4,3,3
30,13,39
8,5,22
18,32,1
21,1,4
35,10,37
9,27,27
4,24,24
33,3,27
29,30,21
4,29,4
20,11,19
30,31,5
36,2,37
18,32,28
29,13,37
8,18,12
20,21,18
28,30,11
35,33,13
13,12,1
3,27,28
23,28,17
1,3,9
31,27,14
15,19,5
5,1,10
12,28,31
9,14,9
34,25,10
28,38,13
21,20,26
27,19,29
32,27,11
19,7,18
29,30,6
29,28,17
7,32,27
30,5,28
20,18,5
16,12,16
12,29,28
21,30,31
17,26,23
7,14,21
2,13,23
17,2,18
32,22,30
23,31,8
34,20,32
16,31,26
20,18,20
4,29,29
10,31,5
26,16,18
6,9,11
8,14,32
10,16,1
37,16,29
9,31,33
1,2,5
3,38,28
24,34,25
10,8,33
9,33,34
11,31,9
28,27,10
9,25,4
36,10,38
37,9,33
23,35,31
36,10,38
27,16,7
28,28,4
30,30,18
31,33,23
27,34,5
13,20,14
15,35,28
28,5,31
5,28,28
7,10,13
31,16,30
29,6,29
17,12,17
32,31,5
8,12,10
29,34,35
15,18,26
8,4,14
24,29,32
24,12,11
27,31,14
3,32,33
39,32,18
20,12,26
9,19,16
35,36,11
19,5,30
4,32,28
28,14,29
26,5,6
16,20,27
32,34,13
