100,100,100,100
58,63,95
62,88,86
95,85,91
75,86,98
78,90,87
96,79,97
64,71,99
77,89,25
72,86,99
58,96,94
79,91,68
40,39,45
57,76,71
94,64,99
75,50,75
68,74,85
93,98,87
68,78,18
17,87,88
60,92,55
83,19,67
97,51,50
51,93,95
64,76,92
94,50,58
36,98,75
91,98,37
56,59,82
30,26,35
1,93,78
62,60,64
70,97,52
85,87,51
76,50,94
76,97,39
23,98,98
25,31,44
64,70,57
95,81,95
56,88,80
84,83,19
96,47,87
74,10,88
90,71,69
97,32,73
58,93,55
70,51,88
60,63,82
68,97,88
55,79,90
59,89,96
19,88,88
95,58,77
48,80,94
99,90,60
85,57,84
64,96,56
33,3,15
67,83,43
67,96,83
76,97,84
83,69,69
88,55,99
94,64,71
59,76,96
78,67,35
2,96,85
90,70,74
68,86,12
78,63,54
97,81,82
70,82,31
93,54,77
78,73,47
67,53,91
19,20,17
95,4,98
96,98,55
25,72,78
90,33,93
20,83,82
74,93,43
40,18,43
87,82,37
65,88,68
10,69,89
91,75,87
99,77,76
84,52,82
3,68,93
46,13,43
69,68,95
70,90,83
60,86,52
31,49,41
88,90,92
53,51,87
37,12,13
96,90,51
86,99,56
